-1 -1 0 1.49976e-32
-0.904762 -1 0 3.60971e-17
-0.809524 -1 0 6.89868e-17
-0.714286 -1 0 9.57467e-17
-0.619048 -1 0 1.13999e-16
-0.52381 -1 0 1.22122e-16
-0.428571 -1 0 1.19394e-16
-0.333333 -1 0 1.06058e-16
-0.238095 -1 0 8.32971e-17
-0.142857 -1 0 5.31354e-17
-0.047619 -1 0 1.82524e-17
0.047619 -1 -1.40445e+306 1.40445e+306
0.142857 -1 -1.40445e+306 1.40445e+306
0.238095 -1 -1.40445e+306 1.40445e+306
0.333333 -1 -1.40445e+306 1.40445e+306
0.428571 -1 -1.40445e+306 1.40445e+306
0.52381 -1 -1.40445e+306 1.40445e+306
0.619048 -1 -1.40445e+306 1.40445e+306
0.714286 -1 -1.40445e+306 1.40445e+306
0.809524 -1 -1.40445e+306 1.40445e+306
0.904762 -1 -1.40445e+306 1.40445e+306
1 -1 2.11785e-314 1.49976e-32
-1 -0.904762 -1.40445e+306 1.40445e+306
-0.904762 -0.904762 -1.40445e+306 1.40445e+306
-0.809524 -0.904762 -1.40445e+306 1.40445e+306
-0.714286 -0.904762 -1.40445e+306 1.40445e+306
-0.619048 -0.904762 -1.40445e+306 1.40445e+306
-0.52381 -0.904762 -1.40445e+306 1.40445e+306
-0.428571 -0.904762 -1.40445e+306 1.40445e+306
-0.333333 -0.904762 -1.40445e+306 1.40445e+306
-0.238095 -0.904762 -1.40445e+306 1.40445e+306
-0.142857 -0.904762 -1.40445e+306 1.40445e+306
-0.047619 -0.904762 2.11785e-314 0.043931
0.047619 -0.904762 -1.40445e+306 1.40445e+306
0.142857 -0.904762 -1.40445e+306 1.40445e+306
0.238095 -0.904762 -1.40445e+306 1.40445e+306
0.333333 -0.904762 -1.40445e+306 1.40445e+306
0.428571 -0.904762 -1.40445e+306 1.40445e+306
0.52381 -0.904762 -1.40445e+306 1.40445e+306
0.619048 -0.904762 -1.40445e+306 1.40445e+306
0.714286 -0.904762 -1.40445e+306 1.40445e+306
0.809524 -0.904762 -1.40445e+306 1.40445e+306
0.904762 -0.904762 -1.40445e+306 1.40445e+306
1 -0.904762 2.11785e-314 3.60971e-17
-1 -0.809524 -1.40445e+306 1.40445e+306
-0.904762 -0.809524 -1.40445e+306 1.40445e+306
-0.809524 -0.809524 -1.40445e+306 1.40445e+306
-0.714286 -0.809524 -1.40445e+306 1.40445e+306
-0.619048 -0.809524 -1.40445e+306 1.40445e+306
-0.52381 -0.809524 -1.40445e+306 1.40445e+306
-0.428571 -0.809524 -1.40445e+306 1.40445e+306
-0.333333 -0.809524 -1.40445e+306 1.40445e+306
-0.238095 -0.809524 -1.40445e+306 1.40445e+306
-0.142857 -0.809524 -1.40445e+306 1.40445e+306
-0.047619 -0.809524 2.11785e-314 0.0839585
0.047619 -0.809524 -1.40445e+306 1.40445e+306
0.142857 -0.809524 -1.40445e+306 1.40445e+306
0.238095 -0.809524 -1.40445e+306 1.40445e+306
0.333333 -0.809524 -1.40445e+306 1.40445e+306
0.428571 -0.809524 -1.40445e+306 1.40445e+306
0.52381 -0.809524 -1.40445e+306 1.40445e+306
0.619048 -0.809524 -1.40445e+306 1.40445e+306
0.714286 -0.809524 -1.40445e+306 1.40445e+306
0.809524 -0.809524 -1.40445e+306 1.40445e+306
0.904762 -0.809524 -1.40445e+306 1.40445e+306
1 -0.809524 2.11785e-314 6.89868e-17
-1 -0.714286 -1.40445e+306 1.40445e+306
-0.904762 -0.714286 -1.40445e+306 1.40445e+306
-0.809524 -0.714286 -1.40445e+306 1.40445e+306
-0.714286 -0.714286 -1.40445e+306 1.40445e+306
-0.619048 -0.714286 -1.40445e+306 1.40445e+306
-0.52381 -0.714286 -1.40445e+306 1.40445e+306
-0.428571 -0.714286 -1.40445e+306 1.40445e+306
-0.333333 -0.714286 -1.40445e+306 1.40445e+306
-0.238095 -0.714286 -1.40445e+306 1.40445e+306
-0.142857 -0.714286 -1.40445e+306 1.40445e+306
-0.047619 -0.714286 2.11785e-314 0.116526
0.047619 -0.714286 -1.40445e+306 1.40445e+306
0.142857 -0.714286 -1.40445e+306 1.40445e+306
0.238095 -0.714286 -1.40445e+306 1.40445e+306
0.333333 -0.714286 -1.40445e+306 1.40445e+306
0.428571 -0.714286 -1.40445e+306 1.40445e+306
0.52381 -0.714286 -1.40445e+306 1.40445e+306
0.619048 -0.714286 -1.40445e+306 1.40445e+306
0.714286 -0.714286 -1.40445e+306 1.40445e+306
0.809524 -0.714286 -1.40445e+306 1.40445e+306
0.904762 -0.714286 -1.40445e+306 1.40445e+306
1 -0.714286 2.11785e-314 9.57467e-17
-1 -0.619048 -1.40445e+306 1.40445e+306
-0.904762 -0.619048 -1.40445e+306 1.40445e+306
-0.809524 -0.619048 -1.40445e+306 1.40445e+306
-0.714286 -0.619048 -1.40445e+306 1.40445e+306
-0.619048 -0.619048 -1.40445e+306 1.40445e+306
-0.52381 -0.619048 -1.40445e+306 1.40445e+306
-0.428571 -0.619048 -1.40445e+306 1.40445e+306
-0.333333 -0.619048 -1.40445e+306 1.40445e+306
-0.238095 -0.619048 -1.40445e+306 1.40445e+306
-0.142857 -0.619048 -1.40445e+306 1.40445e+306
-0.047619 -0.619048 2.11785e-314 0.13874
0.047619 -0.619048 -1.40445e+306 1.40445e+306
0.142857 -0.619048 -1.40445e+306 1.40445e+306
0.238095 -0.619048 -1.40445e+306 1.40445e+306
0.333333 -0.619048 -1.40445e+306 1.40445e+306
0.428571 -0.619048 -1.40445e+306 1.40445e+306
0.52381 -0.619048 -1.40445e+306 1.40445e+306
0.619048 -0.619048 -1.40445e+306 1.40445e+306
0.714286 -0.619048 -1.40445e+306 1.40445e+306
0.809524 -0.619048 -1.40445e+306 1.40445e+306
0.904762 -0.619048 -1.40445e+306 1.40445e+306
1 -0.619048 2.11785e-314 1.13999e-16
-1 -0.52381 -1.40445e+306 1.40445e+306
-0.904762 -0.52381 -1.40445e+306 1.40445e+306
-0.809524 -0.52381 -1.40445e+306 1.40445e+306
-0.714286 -0.52381 -1.40445e+306 1.40445e+306
-0.619048 -0.52381 -1.40445e+306 1.40445e+306
-0.52381 -0.52381 -1.40445e+306 1.40445e+306
-0.428571 -0.52381 -1.40445e+306 1.40445e+306
-0.333333 -0.52381 -1.40445e+306 1.40445e+306
-0.238095 -0.52381 -1.40445e+306 1.40445e+306
-0.142857 -0.52381 -1.40445e+306 1.40445e+306
-0.047619 -0.52381 2.11785e-314 0.148626
0.047619 -0.52381 -1.40445e+306 1.40445e+306
0.142857 -0.52381 -1.40445e+306 1.40445e+306
0.238095 -0.52381 -1.40445e+306 1.40445e+306
0.333333 -0.52381 -1.40445e+306 1.40445e+306
0.428571 -0.52381 -1.40445e+306 1.40445e+306
0.52381 -0.52381 -1.40445e+306 1.40445e+306
0.619048 -0.52381 -1.40445e+306 1.40445e+306
0.714286 -0.52381 -1.40445e+306 1.40445e+306
0.809524 -0.52381 -1.40445e+306 1.40445e+306
0.904762 -0.52381 -1.40445e+306 1.40445e+306
1 -0.52381 2.11785e-314 1.22122e-16
-1 -0.428571 -1.40445e+306 1.40445e+306
-0.904762 -0.428571 -1.40445e+306 1.40445e+306
-0.809524 -0.428571 -1.40445e+306 1.40445e+306
-0.714286 -0.428571 -1.40445e+306 1.40445e+306
-0.619048 -0.428571 -1.40445e+306 1.40445e+306
-0.52381 -0.428571 -1.40445e+306 1.40445e+306
-0.428571 -0.428571 -1.40445e+306 1.40445e+306
-0.333333 -0.428571 -1.40445e+306 1.40445e+306
-0.238095 -0.428571 -1.40445e+306 1.40445e+306
-0.142857 -0.428571 -1.40445e+306 1.40445e+306
-0.047619 -0.428571 2.11785e-314 0.145305
0.047619 -0.428571 -1.40445e+306 1.40445e+306
0.142857 -0.428571 -1.40445e+306 1.40445e+306
0.238095 -0.428571 -1.40445e+306 1.40445e+306
0.333333 -0.428571 -1.40445e+306 1.40445e+306
0.428571 -0.428571 -1.40445e+306 1.40445e+306
0.52381 -0.428571 -1.40445e+306 1.40445e+306
